date,vax,SPHM,TH,CC,CD,VAX100,TH100,CC100,CD100,evidence_rate,country_source_rate,neutral_frame_rate,moderate_frame_rate,dangerous_frame_rate,neutral_measure_rate,mitigation_measure_rate,suppression_measure_rate,source_rate,neutral_emotion_rate,negative_emotion_rate,positive_emotion_rate,evidence_full
2020-04-10,NA,54.76,1984,454,90,NA,71.46974063400576,0.8425975761400122,74.3801652892562,38.805970149253746,11.538461538461547,49.25373134328358,15.671641791044777,35.07462686567165,79.8507462686567,6.7164179104477615,13.432835820895523,21.641791044776106,75.3731343283582,24.62686567164179,0,54.47761194029851
2020-04-13,NA,54.76,2135,437,84,NA,76.9092219020173,0.8110465655797033,69.42148760330579,31.5436241610738,21.276595744680847,39.59731543624161,16.10738255033557,44.29530201342282,85.23489932885906,4.026845637583892,10.738255033557047,10.73825503355705,65.77181208053692,32.88590604026846,1.342281879194631,39.59731543624161
2020-04-15,NA,54.76,2211,604,115,NA,79.64697406340058,1.120988845789796,95.0413223140496,32.500000000000014,0,66.25,1.25,32.5,83.75,6.25,10,16.250000000000007,78.75,13.750000000000002,7.5,48.75
2020-04-16,NA,54.76,2316,623,111,NA,83.42939481268012,1.1562517399454353,91.73553719008265,38.16793893129771,3.9999999999999982,42.74809160305343,15.267175572519085,41.98473282442748,70.22900763358778,15.267175572519085,14.50381679389313,11.450381679389306,64.8854961832061,29.00763358778626,6.106870229007633,49.61832061068702
2020-04-17,NA,54.76,2287,689,83,NA,82.38472622478386,1.2787438985913402,68.59504132231406,41.101694915254214,6.185567010309292,61.440677966101696,11.864406779661017,26.69491525423729,83.47457627118644,5.932203389830509,10.59322033898305,10.593220338983055,86.4406779661017,12.711864406779661,0.847457627118644,49.152542372881356
2020-04-20,NA,54.76,2394,461,85,NA,86.23919308357348,0.8555891687236689,70.24793388429752,45.360824742268036,2.2727272727272743,56.70103092783505,15.463917525773196,27.835051546391753,73.19587628865979,11.34020618556701,15.463917525773196,8.247422680412368,65.97938144329896,28.865979381443296,5.154639175257731,53.608247422680414
2020-04-21,NA,54.76,2227,707,62,NA,80.22334293948127,1.3121508509493143,51.2396694214876,44.32432432432429,7.317073170731704,62.16216216216216,14.054054054054054,23.783783783783786,80.54054054054053,11.891891891891893,7.567567567567568,18.918918918918905,85.4054054054054,13.513513513513514,1.0810810810810811,58.37837837837838
2020-04-22,NA,54.76,2242,723,77,NA,80.76368876080691,1.3418459197119579,63.63636363636363,41.35338345864662,0,48.1203007518797,17.293233082706767,34.58646616541353,75.18796992481202,12.781954887218044,12.030075187969924,20.300751879699252,65.41353383458647,28.57142857142857,6.015037593984962,54.88721804511278
2020-04-23,NA,54.76,2238,758,86,NA,80.61959654178675,1.4068038826302407,71.07438016528926,40.8921933085502,0,52.78810408921933,12.267657992565056,34.94423791821561,73.97769516728626,13.754646840148698,12.267657992565056,17.84386617100371,69.88847583643123,26.394052044609666,3.717472118959108,53.159851301115246
2020-04-27,NA,54.76,2286,563,74,NA,82.34870317002881,1.0448952320855218,61.15702479338842,55.660377358490585,0,40.56603773584906,21.69811320754717,37.735849056603776,66.98113207547169,9.433962264150944,23.58490566037736,21.69811320754718,79.24528301886792,20.754716981132077,0,64.15094339622641
2020-04-28,NA,54.76,2296,742,83,NA,82.70893371757924,1.377108813867597,68.59504132231406,40.540540540540555,0,59.45945945945946,7.207207207207207,33.33333333333333,77.47747747747748,16.216216216216218,6.306306306306306,12.612612612612622,69.36936936936937,29.72972972972973,0.9009009009009009,49.549549549549546
2020-04-29,NA,54.76,2190,799,83,NA,78.89048991354467,1.482897496334515,68.59504132231406,42.60869565217389,6.122448979591838,40,8.695652173913043,51.30434782608696,79.13043478260869,8.695652173913043,12.173913043478262,11.304347826086962,60.86956521739131,38.26086956521739,0.8695652173913043,52.17391304347826
2020-05-04,NA,54.76,2199,477,83,NA,79.21469740634006,0.8852842374863125,68.59504132231406,47.64150943396227,3.9603960396039577,62.264150943396224,25,12.735849056603774,59.43396226415094,22.641509433962266,17.92452830188679,10.37735849056604,90.09433962264151,8.962264150943396,0.9433962264150944,51.41509433962265
2020-05-05,NA,54.76,2233,657,72,NA,80.43948126801152,1.219353761066053,59.50413223140496,26.136363636363612,4.347826086956523,53.40909090909091,11.363636363636363,35.22727272727273,67.04545454545455,26.136363636363637,6.8181818181818175,14.77272727272727,77.27272727272727,14.772727272727273,7.954545454545454,36.36363636363637
2020-05-07,NA,54.76,2115,785,80,NA,76.18876080691642,1.4569143111672018,66.11570247933885,10.215053763440869,0,39.784946236559136,19.892473118279568,40.32258064516129,50,40.86021505376344,9.13978494623656,20.967741935483883,77.41935483870968,13.440860215053762,9.13978494623656,30.64516129032258
2020-05-08,NA,54.76,2072,701,60,NA,74.63976945244957,1.3010152001633228,49.586776859504134,70.00000000000001,7.142857142857144,44.166666666666664,9.166666666666666,46.666666666666664,83.33333333333334,5.833333333333333,10.833333333333334,23.33333333333333,64.16666666666667,34.166666666666664,1.6666666666666667,73.33333333333333
2020-05-11,NA,54.76,2021,455,65,NA,72.80259365994236,0.8444535179376775,53.71900826446281,42.33870967741934,7.619047619047616,51.61290322580645,16.93548387096774,31.451612903225808,72.17741935483872,13.709677419354838,14.112903225806454,13.709677419354852,64.91935483870968,27.82258064516129,7.258064516129033,52.41935483870967
2020-05-12,NA,54.76,1981,754,61,NA,71.36167146974063,1.3993801154395797,50.413223140495866,52.755905511810965,8.955223880597025,57.48031496062992,3.937007874015748,38.582677165354326,82.67716535433071,4.724409448818897,12.598425196850393,7.086614173228349,74.80314960629921,24.409448818897637,0.7874015748031495,59.055118110236215
